seg_id	poem_id	text	sub_title	title	poetry_book	poet	annotator_01	annotator_02	annotator_03	annotator_04	annotator_05
194	174	장꾼 같이 웅성대며, 확 불처럼 흩어지는 네 옛 친구들도 아마 대부분은 멀리 가버렸을지도 모를 것이다. 그리고 순이의 어린 딸이 죽어간 것처럼 쓰러져 갔을지도 모를 것이다. 허나, 일찍이 우리가 안 몇 사람의 위대한 청년들과 같이, 진실로 용감한 영웅의 단(熱한) 발자국이 네 위에 끊인 적이 있었는가? 나는 이들 모든 새 세대의 얼굴을 하나도 모른다. 그러나 “정말 건재하라! 그대들의 쓰린 앞길에 광영이 있으라”고. 원컨대 거리여! 그들 모두에게 전하여다오! 잘 있거라! 고향의 거리여! 그리고 그들 청년들에게 은혜로우라,  지금 돌아가 내 다시 일어나지를 못한 채 죽어가도 불쌍한 도시! 종로 네거리여! 사랑하는 내 순이야! 나는 뉘우침도 부탁도 아무것도 유언장 위에 적지 않으리라.		다시 네거리에서	현해탄	임화	환영/호의, 깨달음, 비장함, 불쌍함/연민, 아껴주는, 기대감, 안타까움/실망	서러움, 슬픔, 안타까움/실망, 불안/걱정, 불쌍함/연민, 존경, 기대감, 비장함, 아껴주는	비장함, 슬픔, 감동/감탄, 존경, 기대감, 뿌듯함	절망, 불쌍함/연민, 불안/걱정, 서러움, 슬픔, 안타까움/실망, 힘듦/지침	존경, 깨달음, 비장함, 고마움
195	175	내가 자동차에 실려 유리창으로 내다보던 저 건너 동산도 벌써 분홍빛 저고리를 벗어 던지고, 넓다란 푸른 이파리가 물고기처럼 흰 뱃바디를 보이면서, 제법 살았소 하는 듯이 너울거린다. 어느새 여름도 짙었는가보다.  그러기에 내가 이 절에 올 때엔, 겨우 터를 닦고 재목(材木)을 깎던 집들이 벌써 기둥이 서고 지붕이 덮이어, 영을 깔고 용마름을 펴는 일꾼이 밀짚모자를 썼지.  두드러지게 잘된 장다리밭 머리를 곱게 다린 황나적삼을 떨쳐 입고, 꽁지가 빨간 잠자리란 놈이 의젓이 날고 있다.  밭머리에 서 있는 싱거운 포플러나무가 헙수룩한 제 그림자를 동그라니 접어 안고, 산 넘어 방적회사의 목 멘 고동이 서울 온 촌 아기들을 식당으로 부를 때, 아주 소리개 모양으로 떠돌아 보고, 물을 차는 제비나 된 듯 내달으며 넘놀아도 보던, 잠자리 녀석들도 꼬리를 오그리고 죽지를 끌며, 장다리가 세로 가로 쓰러져 있는 밭 가운데로, 졸리는 듯 내려앉는다. 정말 요새 뙤약볕이란 돌도 녹일까 보다.		낮	현해탄	임화	신기함/관심, 기대감, 흐뭇함(귀여움/예쁨), 아껴주는, 즐거움/신남	신기함/관심, 놀람, 감동/감탄, 뿌듯함, 아껴주는, 흐뭇함(귀여움/예쁨), 불평/불만	편안/쾌적, 신기함/관심, 힘듦/지침, 기쁨, 기대감, 즐거움/신남, 깨달음	불안/걱정, 편안/쾌적, 깨달음	신기함/관심, 놀람, 깨달음, 당황/난처
196	175	후끈한 바람이 진한 걸음 내를 품기며, 나무 끝을 건드리고 밭 위를 지나간다. 벌 떼가 몇 개 안 남은 무색한 보라빛 꽃수염을 물었다 놓고, 놓았다 물며, 왕 왕 날개를 울리면서 해갈을 한다. 호랑나비는 들어가면 눈이 먼다는 독한 가루를 잔득 실고 아롱거린다.  꼬리를 건드리고 머리를 만져도 저 잠자리란 녀석은 다시 일지를 않으니, 졸고 있나, 그렇지 않으면 인제 벌써 죽었나? 거미줄 채를 손에 든 선머슴 아이들이 신발을 벗어 들고 성큼 발소리를 죽여 가며, 한 걸음 두 걸음 곧 손이 그 곳에 미칠텐데, 오, 저런 망한 녀석들의 심술궂은 눈 좀 보게.  어쩌면…… 고렇게 꼿꼿하고 고운 두 날개, 빨간 빛깔이 기름칠 한 것처럼 윤택 나는 날씬한 체구가 어찌 될지! 어째 맵기 당추 같은 고추짱아의 마음도 모르고 있을까? 앵두꽃 진 지가 얼마나 된다고 요만한 뙤약볕에, 쨍이야, 벌써 ‘호박’처럼 맑던 네 눈도 어두워졌니?  녹음의 짙은 물결이 들 가득 밀려오고 밀려간다.		낮	현해탄	임화	흐뭇함(귀여움/예쁨), 신기함/관심, 아껴주는, 즐거움/신남, 환영/호의	신기함/관심, 불안/걱정, 당황/난처, 불쌍함/연민, 놀람, 우쭐댐/무시함, 서러움, 슬픔	힘듦/지침, 슬픔, 불쌍함/연민, 신기함/관심, 감동/감탄	감동/감탄, 환영/호의, 흐뭇함(귀여움/예쁨)	당황/난처, 신기함/관심, 깨달음, 불안/걱정
197	175	동산은 어른처럼 말없이 잠잠하다. 아마 연연한 봄의 고운 배는 벌써 엎어졌나보다. 정말 이 따가운 뙤약볕의 소나기통에, 굳은 날개도 두터운 비름 이파리도 다 또 일수 없이 풀이 죽고 말았을까? 골짜기 속에서 낮잠을 자던 게으른 풀숲에, 젊은 꾀꼬리가 한 마리 푸드득 나뭇잎을 걷어차고, 고요한 침묵의 망사를 찢고 하늘로 날아갔다.  오오, 고마워라, 얼마나 고마울까! 문득 나는 이 조그만 괴로운 꿈을 깨어, 단장을 의지하여 허리를 펴서 뒷산을 보았다.  숲 사이에 원추리가 한 떨기 재나 넘은 보름달처럼, 음전히 머리를 쳐들고, 꾀꼬리가 남긴 노래 곡조의 여음을 듣고 있지 않은가!		낮	현해탄	임화	편안/쾌적, 고마움, 감동/감탄, 환영/호의, 깨달음, 기쁨, 즐거움/신남	안타까움/실망, 불쌍함/연민, 서러움, 슬픔, 놀람, 고마움, 감동/감탄	감동/감탄, 깨달음, 편안/쾌적, 힘듦/지침, 슬픔, 신기함/관심	불안/걱정, 당황/난처, 불쌍함/연민, 행복, 기쁨, 기대감, 비장함	깨달음, 놀람, 감동/감탄
198	175	나는 무거운 다리를 이끌어 산비탈을 올라가면서, “꿈꾸지 말고 시대의 한가운데로 들어오라”는 식물들의 흔드는 손을 보았다. “너는 아직도 죽지 않았었구나” 하고, 원추리가 다정스러이 웃는 얼굴을 보았다. 나는 잠깐 얼굴을 붉히고 머리를 숙였다가 다시 고운 나비와 무성한 식물들의 겨우살이를 생각하며 고개를 들었다.  그때 나는 아직 살아있는 행복이 물결처럼 가슴에 복받침을 느끼었다.		낮	현해탄	임화	고마움, 깨달음, 흐뭇함(귀여움/예쁨), 기쁨, 행복, 즐거움/신남, 감동/감탄, 환영/호의, 뿌듯함	힘듦/지침, 깨달음, 놀람, 아껴주는, 흐뭇함(귀여움/예쁨), 감동/감탄, 행복	감동/감탄, 깨달음, 기대감, 당황/난처, 부끄러움	신기함/관심, 아껴주는, 행복, 기대감, 기쁨	신기함/관심, 환영/호의, 기대감, 기쁨, 깨달음, 고마움
199	176	얼음이 다 녹고 진달래 잎이 푸르러도, 강물은 그 모양은커녕 숨소리도 안 들려준다.  제법 어른답게 왜버들가지가 장마철을 가리키는데, 빗발은 오락가락 실없게만 구니 언제 대하를 만나볼까?  그러나 어느덧 창밖에 용구새가 골창이 난지 십여 일, 함석 홈통이 병사(病舍) 앞 좁은 마당에 뒹구는 소리가 요란하다.  나는 침대를 일어나 발돋움을 하고 들창을 열었다. 답답어라, 고성 같은 백씨기념관(白氏紀念館)만이 비에 젖어 묵묵(黙黙)하다.  오늘도 파도를 이루고 거품을 내뿜으며 대동강은 흐르겠지? 일찍이 고무의 아이들이 낡은 것을 향하여 내닫든 그대와 같이  흐르는 강물이여! 나는 너를 부(富)보다 사랑한다. ‘우리들의 슬픔’을 싣고 대해로 달음질하는 네 위대한 범람(氾濫)을!  얼마나 나는 너를 보고 싶었고 그리웠는가? 그러나 오늘도 너는 모르는 척 저 뒤에 숨어 었다, 누운 나를 비웃으며, 정말 나는 다시 이곳에서 일지를 못할 것인가? 무거운 생각과 깊은 병의 아픔이 너무나 무겁다.		강가로 가자	현해탄	임화	기대감, 아껴주는, 고마움, 존경, 불안/걱정	서러움, 슬픔, 안타까움/실망, 신기함/관심, 부담/안_내킴, 비장함, 아껴주는, 존경, 힘듦/지침, 패배/자기혐오	절망, 슬픔, 불쌍함/연민, 불안/걱정, 깨달음, 부담/안_내킴, 한심함	비장함, 힘듦/지침, 당황/난처, 불안/걱정, 슬픔	의심/불신, 불안/걱정, 당황/난처, 서러움, 안타까움/실망
200	176	오오, 만일 내가 눈을 비비고 저 문을 박차고 않으면, 정말 강물은 책 속에 진리와 같이 우리들의 생활로부터 인연 없이 흐를지도 모르리라.  누구나 역사의 거센 물가로 다가서지 않으면, 영원히 진리의 방랑자로 죽어버릴지 누가 알 것일까? 청년의 누가 과연 이것을 참겠는가? 두말 말고 강가로 가자, 넓고 자유로운 바다로 소리쳐 흘러가는 저 강가로!		강가로 가자	현해탄	임화	불안/걱정, 아껴주는, 존경, 기대감, 감동/감탄, 비장함, 환영/호의	비장함, 기대감, 깨달음, 불안/걱정, 안심/신뢰, 감동/감탄	깨달음, 비장함, 기대감, 화남/분노	비장함, 기대감	비장함, 깨달음, 의심/불신
201	177	눈알을 굴려 하늘을 쳐다보니, 참 높구나, 가을 하늘은 멀리서 둥그런 해가 네 까만 얼굴에 번쩍인다.  네가 손등을 대어 부신 눈을 문지를 새, 어느 틈에 재빠른 참새놈들이 푸르르 깃을 치면서 먹을 콩이나 난 듯, 함박 논 위로 내려앉는다.  휘이! 손뼉을 치고 네가 줄을 흔들면, 벙거지를 쓴 꺼먼 허수아비 착하기도 하지, 언제 눈치를 챘는지, 으쓱 어깻짓을 하며 손을 젓는다.  우! 우! 건넛말 네 동무들이 풋콩을 구워놓고, 산모퉁이 모닥불 연기 속에 두 손을 벌려 너를 부르는구나!  얼싸안고 나는 네 볼에 입맞추고 싶다. 한 손을 젓고 말없이 웃어 대답하는 오오, 착한 네 얼굴.  들로 불어오는 바람이라고 어찌 마음이 없겠니? 덥고 긴 여름 동안 여위어온 네 두 볼을 어루만지고 지나간다. 철둑에 선 나뭇잎들마저 흐드러져 웃는구나!  지금 네 눈앞에 허리를 굽혀 인사하는, 오지게 찬 벼이삭이 누렇게 여물어가듯, 푸르고 넓은 하늘 아래 자유롭게 너희들은 자라겠지…… 자라거라!		들	현해탄	임화	감동/감탄, 아껴주는, 흐뭇함(귀여움/예쁨), 기대감, 뿌듯함, 신기함/관심	감동/감탄, 신기함/관심, 흐뭇함(귀여움/예쁨), 아껴주는, 고마움, 환영/호의, 즐거움/신남, 깨달음, 기쁨, 기대감	감동/감탄, 아껴주는, 기대감, 기쁨, 즐거움/신남, 흐뭇함(귀여움/예쁨), 행복, 편안/쾌적	감동/감탄, 아껴주는, 슬픔, 안타까움/실망	신기함/관심, 기대감, 흐뭇함(귀여움/예쁨), 안심/신뢰, 아껴주는
202	177	자라거라, 초목보다도 더 길길이. 오오! 그렇지만 내 목이 메인다.  바람이 불어온다. 수수밭 콩밭을 지나 네 논 두둑 위에로, 참새를 미워하는 네 마음아, 한 톨의 벼 알을 뉘 때문에 아끼는고?		들	현해탄	임화	안타까움/실망, 불쌍함/연민, 한심함	뿌듯함, 기대감, 아껴주는, 서러움, 슬픔, 불쌍함/연민, 당황/난처, 한심함, 안타까움/실망	감동/감탄, 슬픔, 아껴주는, 깨달음, 불쌍함/연민, 안타까움/실망	서러움, 슬픔, 안타까움/실망, 한심함	기대감, 신기함/관심, 불안/걱정
203	178	나뭇잎 하나가 떨어지는데, 무에라고 네 마음은 종이 풍지처럼 떨고 있니? 나는 서글프구나 해맑은 유리창아! 그렇게 단단하고 차디찬 네 몸, 어느 구석에 우리 누나처럼 슬픈 마음이 들어있니?  참말로 누가 오라고나 했나? 기다리기나 한 것처럼 달아 와서, 그리 마다는 나뭇잎새를 훑어놓고, 내 아끼는 유리창을 울리며 인사를 하게.  너는 그렇게 정말 매몰하냐? 그렇지만 나는, 영리한 바람아, 네가 정답다. 재작년, 그러고 더 그 전해에도, 가을이 올 적마다, 곁눈 하나 안 떠보고, 내가 청년의 길에 충성되었을 때, 내 머리칼을 날리던 너는, 우렁찬 전진의 음악이었다. 앞으로! 앞으로! 누구가 퇴각이란 것을 꿈에나 생각했던가? 눈보라가 하늘에 닿은 거칠은 벌판도 승리에의 꽃밭이었다.  오늘…… 오래된 집은 허물어져 옛 동간 들은 찬 마루판 위에 얽매어 있고, 비열한들은 이상과 진리를 죽그릇과 바꾸어, 가을비가 낙엽 위에 찬데, 부지런한 너는 다시 그때와 같이 내게로 왔구나!		가을 바람	현해탄	임화	불안/걱정, 슬픔, 불쌍함/연민, 기대감, 환영/호의, 아껴주는	서러움, 슬픔, 어이없음, 아껴주는, 짜증, 감동/감탄, 비장함, 한심함, 증오/혐오, 고마움	슬픔, 감동/감탄, 깨달음, 불쌍함/연민, 기대감	서러움, 슬픔, 증오/혐오, 화남/분노	불안/걱정, 불쌍함/연민, 존경, 고마움
204	178	정답고 영리한 바람아! 너는 내 마음이 속삭이는 말귀를 들을 줄 아니, 왜 말이 없느냐? 필연코 길가에서 비열한들의 군색한 푸념을 듣고 온 게로구나! 입이 없는 유리창이라도 두드리니깐 울지 않니? 마음 없는 낙엽조차 떨어지면서, 제 슬픔을 속이지는 않는다.  짓밟히고 걷어채이면서도, 웃으며 아첨할 것을 잊지 않는 비열한들을, 보아라! 영리한 바람아, 저 참말로 미운 인간들이, 땅에 내던지는 한 그릇 죽을 주린 개처럼 쫓지 않니?  불어라, 바람아! 모질고 싸늘한 서릿바람아, 무엇을 거리끼고 생각할까? 너는 내 가슴에 괴어 있는 슬픈 생각에도 대답지 말아라. 곧장 이 평양성(平壤城)의 자욱한 집들의 용마루를 넘어, 숲들이 흐득이고 강물이 추위에 우[鳴]는 겨울 벌판으로…… 겨울이 오면 봄은 멀지 않았으니까……		가을 바람	현해탄	임화	불쌍함/연민, 아껴주는, 슬픔, 안타까움/실망, 증오/혐오, 기대감	아껴주는, 불안/걱정, 당황/난처, 증오/혐오, 슬픔, 서러움, 불쌍함/연민, 한심함, 비장함, 기대감	화남/분노, 증오/혐오, 슬픔, 불쌍함/연민, 비장함, 기대감, 뿌듯함	화남/분노, 의심/불신, 불평/불만, 안타까움/실망, 증오/혐오	짜증, 기대감, 안타까움/실망, 절망, 불안/걱정
205	179	사람들이 말하기를, 벌레는 하등동물이다. 참으로 이것을 의심할 수야 없는 것이다.  하룻날 가을바람과 함께 오지게 익어가는 논배미 좁은 길을, 이슬진 풀잎을 걷어차며 바닷가에 나아가니, 벌써 제철을 보낸 늙은 벌레가 하나, 새로 쌓아올린 매축지(埋築地) 시멘트벽을 기어가다, 나를 보고 놀라기나 한듯, 소스라쳐 물속으로 뒹굴어 떨어진다.  텀벙……지극히 조그만 소리가 나면서 엷은 파문이 마치 못 이기어 인사치레나 하듯 스르르 퍼진다.  그러나 물결이 한번 돌을 치고 물러갈 때 바다는 아까와 다름없이 아침 햇발을 눈부시게 반사한다. 아직 아무도 밟아본 듯싶지 않은 정한 돈대 위에, 좁쌀 같은 새까만 뚱알이 여나문 나란히 벌려 있었다.  이것은 충분히 늙은 벌레가 죽음으로 가던 길이면서, 그가 아직도 살았었노라 하던, 최후의 유물임을 누구가 의심할까.		벌레	현해탄	임화	신기함/관심, 불쌍함/연민, 환영/호의	우쭐댐/무시함, 불쌍함/연민, 당황/난처, 신기함/관심, 서러움, 깨달음, 비장함	감동/감탄, 깨달음, 신기함/관심, 존경, 안타까움/실망, 슬픔	한심함, 의심/불신, 불안/걱정	신기함/관심, 깨달음
206	179	네가 한 마리 이름 없는 벌레와 다른 게 무엇이냐. 고지식한 마음이 제출하는 질문의 대답을 찾으려고, 한참을 머뭇거리다 하늘을 향하여 고개를 들었을 제, 심히 노한 태양의 표정에 두 손으로 나는 얼굴을 가리었다.  이때 물결이 어머니처럼 이르기를, 사람은 봄에 났다 가을에 죽는 벌레는 아니니라.  벌레도 밟으면 꿈틀한다는 속담도 이젠 소용이 없는가? 포구 저쪽으로 물결은 돌아갔다.		벌레	현해탄	임화	깨달음, 불안/걱정, 안타까움/실망	서러움, 당황/난처, 부끄러움, 깨달음, 슬픔, 안타까움/실망	깨달음, 불쌍함/연민, 서러움, 슬픔, 안타까움/실망, 절망, 아껴주는, 한심함	화남/분노, 안타까움/실망, 의심/불신, 증오/혐오, 한심함	부끄러움, 패배/자기혐오, 깨달음, 한심함, 절망
207	180	나의 마음은 괴롭노라…… 제군은 나의 이런 탄식을 좋아한다.  어쩌다 나의 노래가 울음이 될 양이면, 제군은 한층 더 나를 사랑한다.  오! 하고 외마디 소리를 지르면, 제군은 벌써 열광하고 있다.  물론 나는 잘 안다. 제군들이 비극을 사랑하는 높은 취미를…….  막 끝이 되면 주인공은 병아리처럼 쓰러지고, 제군은 고조된 비극미에 취할 듯하다.  하물며 비극의 종말이 가져오는 일장의 희극, 제군, 요컨대 나의 말로를 보고 싶다는 게지!  경애하는 제군, 만일 시이저가, 결코 제군이 아니라, 시이저가, 성병(聖餅)의 맛을 경계했다면, 파탄은 좀더 연기되었을지도 모른다.  또 한 번, 아니, 얼마든지 말해줄까? 제군, 실로 나의 마음은 괴롭노라.		주유의 노래		임화	비장함, 경악, 부담/안_내킴, 불안/걱정, 불평/불만, 안타까움/실망, 증오/혐오, 화남/분노, 힘듦/지침, 서러움	힘듦/지침, 서러움, 슬픔, 불안/걱정, 깨달음, 비장함, 지긋지긋, 패배/자기혐오, 안타까움/실망	감동/감탄, 깨달음, 부담/안_내킴, 불쌍함/연민, 불안/걱정, 불평/불만, 비장함, 슬픔	불안/걱정, 슬픔, 안타까움/실망, 패배/자기혐오, 힘듦/지침, 절망	지긋지긋, 힘듦/지침, 증오/혐오, 서러움, 슬픔, 불평/불만
208	181	―네 만일 너를 사랑하는 자를 사랑하면 이는 사랑이 아니니라. 너의 적을 사랑하고 너를 미워하는 자를 사랑하라 「복음서」  1 너희들의 적을 사랑하라― 나는 이때 예수교도임을 자랑한다.  적이 나를 죽도록 미워했을 때, 나는 적에 대한 어찌할 수 없는 미움을 배웠다. 적이 내 벗을 죽음으로써 괴롭혔을 때, 나는 우정을 적에 대한 잔인으로 고치었다. 적이 드디어 내 벗의 한사람을 죽였을 때, 나는 복수의 비싼 진리를 배웠다. 적이 우리들의 모두를 노리었을 때, 나는 곧 섬멸의 수학을 배웠다.  적이여! 너는 내 최대의 교사, 사랑스런 것! 너의 이름은 적이다.		적	현해탄	임화	비장함, 아껴주는, 깨달음, 증오/혐오, 고마움	비장함, 깨달음, 우쭐댐/무시함, 증오/혐오, 화남/분노, 절망, 서러움, 슬픔, 의심/불신, 아껴주는	깨달음, 부담/안_내킴, 비장함, 증오/혐오, 지긋지긋, 화남/분노, 슬픔	화남/분노, 비장함, 존경	비장함, 불평/불만, 우쭐댐/무시함, 증오/혐오, 화남/분노
209	181	2 때로 내가 이 수학 공부에 게을렀을 때, 적이여! 너는 칼날을 가지고 나에게 근면을 가르치었다. 때로 내가 무모한 돌격을 시험했을 때, 적이여! 너는 아픈 타격으로 전진을 위한 퇴각을 가르치었다.  때로 내가 비겁하게도 진격을 주저했을 때, 적이여! 너는 뜻하지 않은 공격으로 나에게 전진을 가르치었다. 만일 네가 없으면 참말로 사칙법(四則法)도 모를 우리에게, 적이여! 너는 전진과 퇴각의 고등수학을 가르치었다.  패배의 이슬이 찬 우리들의 잔등 위에 너의 참혹한 육박이 없었더면, 적이여! 어찌 우리들의 가슴속에 사는 청춘의 정신이 불탔겠는가?  오오! 사랑스럽기 한이 없는 나의 필생의 동무 적이여! 정말 너는 우리들의 용기다.  너의 적을 사랑하라! 복음서는 나의 광영이다.		적	현해탄	임화	깨달음, 비장함, 고마움, 화남/분노, 증오/혐오, 우쭐댐/무시함	패배/자기혐오, 증오/혐오, 서러움, 한심함, 당황/난처, 비장함, 슬픔, 화남/분노, 깨달음, 의심/불신	감동/감탄, 고마움, 깨달음, 부담/안_내킴, 의심/불신, 증오/혐오, 지긋지긋, 비장함, 존경	화남/분노, 부담/안_내킴, 불평/불만, 의심/불신, 증오/혐오, 비장함	비장함, 깨달음, 역겨움/징그러움, 화남/분노, 증오/혐오
210	182	사투리는 매우 알아듣기 어렵다. 허지만 젓가락으로 밥을 날라가는 어색한 모양은, 그 까만 얼굴과 더불어 몹시 낯익다.  너는 내 방법으로 내어버린 벤또를 먹는구나.  “젓갈이나 걷어 가주올 게지……” 혀를 차는 네 늙은 아버지는 자리가 없어 일어선 채 부채질을 한다. 글쎄 옆에 앉은 점잔한 사람이 수건으로 코를 막는구나.  아직 멀었는가 추풍령(秋風嶺)은…… 그믐밤이라 정거장 표말도 안 보인다. 답답워라 산인지 들인지 대체 지금 어디를 지나는지?  나으리들뿐이라, 누구한테 엄두를 내어 물을 수도 없구나.  다시 한 번 손목시계를 들여다보고 양복장이는 모를 말을 지저귄다. 아마 그 사람들은 모든 것을 다 아나보다. 되놈의 땅으로 농사 가는 줄을 누가 모르나. 면소(面所)에서 준 표 지(紙)를 보지, 하도 지척도 안 뵈니까 그렇지!  차가 덜컹 소리를 치며 엉덩방아를 찧는다. 필연코 어제 아이들이 돌멩이를 놓고 달아난 게다.		야행차 속	현해탄	임화	당황/난처, 부담/안_내킴, 힘듦/지침, 의심/불신, 패배/자기혐오, 슬픔, 서러움, 안타까움/실망	당황/난처, 불쌍함/연민, 힘듦/지침, 불평/불만, 부끄러움, 짜증, 안타까움/실망, 불안/걱정, 서러움, 한심함	부담/안_내킴, 불쌍함/연민, 불안/걱정, 불평/불만, 서러움, 의심/불신, 짜증	불안/걱정, 안타까움/실망, 당황/난처, 힘듦/지침	불안/걱정, 깨달음, 당황/난처
211	182	가뜩이나 무거운 짐에 너 그 사이다병은 집어넣어 무얼 할 때. 오호 착해라, 그래도 누이 시집갈 제 기름병을 할라고…….  노하지 마라 너의 아버지는 소 같구나. 빠가! 잠결에 기대인 늙은이의 머리를 밀쳐도, 엄마도 아빠도 말이 없고 허리만 굽히니……  오오, 물소리가 들린다 넓고 긴 낙동강에…….  대체 어디를 가야 이 밤이 샐까? 애들아, 서있는 네 다리가 얼마나 아프겠니? 차는 한창 강가를 달리는지, 물소리가 몹시 정다웁다. 필연코 고향의 강물은 이 꼴을 보고 노했을 게다.		야행차 속	현해탄	임화	불안/걱정, 힘듦/지침, 당황/난처, 부담/안_내킴, 패배/자기혐오, 지긋지긋, 안타까움/실망	당황/난처, 불안/걱정, 뿌듯함, 아껴주는, 지긋지긋, 짜증, 불쌍함/연민, 신기함/관심, 서러움, 슬픔	불쌍함/연민, 부담/안_내킴, 불안/걱정, 슬픔, 아껴주는, 증오/혐오, 화남/분노, 힘듦/지침	불안/걱정, 불쌍함/연민, 안타까움/실망, 힘듦/지침	불안/걱정, 신기함/관심, 죄책감, 의심/불신, 안타까움/실망
212	183	너른 바다 위엔 새 한 마리 없고, 검은 하늘이 바다를 덮었다.  앞으로 가는지, 뒤로 가는지, 배는 한 곳에 머물러 흔들리기만 하느냐?  별들이 물결에 부딪혀 알알이 부서지는 밤, 가는 길조차 헤아릴 수 없이 밤은 어둡구나! 그리운 이야 그대가 선 보리밭 우에 제비가 떴다. 깨끗한 눈가엔 이따금 향기론 머리같이 날린다. 좁은 앙가슴이 비둘기처럼 부풀어 올라, 동그란 눈물 속엔 설음이 사무쳤더라.  고향은 물도 좋고, 바다도 맑고, 하늘도 푸르고, 그대 마음씨는 생각할수록 아름답다만, 울음소리 들린다, 가을바람이 부나 보다.  낙동강 가 구포벌 위 갈꽃 나부끼고, 깊은 밤 정거장 등잔이 껌벅인다. 어머니도 있고, 아버지도 있고, 누이도 있고, 아이들도 있고,  건넛마을 불들도 반짝이고, 느티나무도 꺼멓고, 앞내도 환하고, 벌레들도 울고, 사람들도 울고,  기어코 오늘밤 또 이민열차가 떠나나보다.  그리운 이야! 기약한 여름도 지나갔다.		밤 갑판 위	현해탄	임화	서러움, 불안/걱정, 슬픔, 아껴주는, 흐뭇함(귀여움/예쁨), 불쌍함/연민	불안/걱정, 서러움, 당황/난처, 의심/불신, 슬픔, 아껴주는, 흐뭇함(귀여움/예쁨), 불쌍함/연민, 불평/불만, 안타까움/실망	부담/안_내킴, 불쌍함/연민, 불안/걱정, 서러움, 슬픔, 힘듦/지침, 안타까움/실망	공포/무서움, 불안/걱정, 비장함, 슬픔, 힘듦/지침	신기함/관심, 놀람, 불안/걱정, 서러움
213	183	밤바람이 서리보다도 얼굴에 차, 벌써 한해 넘어 외방 별 아래 옷깃은 찌들었다.  굶는가, 앓는가, 무사한가?  죽었는가 살았는가도 알 수 없는 청년의 길은 참말 가혹하다.  그대 소식 나는 알 길이 없구나!  어느 누군 사랑엔 입맛도 잃는다더라만, 이 바다 위 그대를 생각함조차 부끄럽다.  물결이 출렁 밀려오고, 밀려가고, 그대는 고향에 자는가? 나는 다시 이 바다 뱃길에 올랐다.  현해(玄海) 바다 저쪽 큰 별 하나이 우리의 머리 위를 비칠 뿐, 아무것도 우리의 마음을 모르는 않는다만, 아아, 우리는 스스로 명령에 순종하는 청년이다.		밤 갑판 위	현해탄	임화	불안/걱정, 안타까움/실망, 슬픔, 서러움, 절망, 패배/자기혐오, 흐뭇함(귀여움/예쁨), 환영/호의, 불쌍함/연민	서러움, 불안/걱정, 슬픔, 절망, 아껴주는, 안타까움/실망, 부끄러움, 비장함	부담/안_내킴, 불쌍함/연민, 불안/걱정, 불평/불만, 슬픔, 비장함, 힘듦/지침, 한심함	불안/걱정, 당황/난처, 안타까움/실망, 슬픔, 절망, 힘듦/지침	불안/걱정, 불평/불만, 깨달음, 비장함
214	184	가라앉듯 멀리 대마도 남단은 수평선 위에 스러졌다.  동그란 해가 어느새 붉게 풀려, 남쪽으로 남쪽으로 흐르는 곳, 드문드문 검은 점들은 유구열도(流球列島)인가?  물새들도 어느새 검은 옷을 입어, 눈 선 나그네를 희롱듯 노니는구나!  아아! 불빛이 보인다. 어렴풋 관문해협(關門海峽)의 저녁 불들이 그 가운데는 붉고 푸른 불들도 있다.  연락선은 곤두설 듯 속력(速力)을 돋운다만, 인제 고향은 아득히 멀어졌고, 나는 저 곳 산천의 이름도 못 들었다.		해상에서	현해탄	임화	감동/감탄, 신기함/관심, 놀람, 기대감	신기함/관심, 흐뭇함(귀여움/예쁨), 감동/감탄, 놀람, 불안/걱정, 서러움, 슬픔, 안타까움/실망	당황/난처, 부담/안_내킴, 불쌍함/연민, 불안/걱정, 슬픔, 의심/불신, 힘듦/지침	불안/걱정, 불평/불만, 기대감, 절망, 힘듦/지침	신기함/관심, 불안/걱정, 깨달음
215	184	―정녕 이곳에 고향으로 가지고갈 보배가 있는가? ―나는 학생으로부터 무엇이 되어 돌아갈 것인가?  가슴을 짚어보아라, 하얗고 가는 손아,  누구가 이러한 저녁 청년들의 가슴 위에 얹힌 떨리는 손에 흐르는 더운 맥박을 짐작하겠는가.  태평양, 태평양 넓은 바다여!  일본열도 저 위 지금 큰 별 하나이 번적였다. 내일 하늘엔 어떤 바람이 불 것인가?  배는 아직 바다 위에 떠있고, 인제 겨우 동해도연선(東海道沿線)의 긴 열차는 들어온 듯하나,  아아! 나는 두 손을 벌리어 하늘을 안고, 목적한 땅 위에 서 물결치는 태평양을 향하여 고함을 지른다.		해상에서	현해탄	임화	기대감, 환영/호의, 감동/감탄, 신기함/관심	의심/불신, 비장함, 기대감, 아껴주는, 뿌듯함, 환영/호의, 신기함/관심, 감동/감탄	비장함, 불안/걱정, 기대감, 깨달음, 슬픔	불평/불만, 비장함, 화남/분노, 증오/혐오, 힘듦/지침	의심/불신, 불안/걱정, 감동/감탄, 비장함, 서러움, 화남/분노
